股票代號,股票名稱,收盤價,收盤日,配股方式,近一年股利,近一年股利值利率,115現金股利,114現金股利,113現金股利,112現金股利,111現金股利,110現金股利,109現金股利,108現金股利,107現金股利,115殖利率,114殖利率,113殖利率,112殖利率,111殖利率,110殖利率,109殖利率,108殖利率,107殖利率,115ROE,114ROE,113ROE,112ROE,111ROE,110ROE,109ROE,108ROE,107ROE,115EPS_年度,114EPS_年度,113EPS_年度,112EPS_年度,111EPS_年度,110EPS_年度,109EPS_年度,108EPS_年度,107EPS_年度,近3年平均股息,近5年平均股息,近8年平均股息,近3年平均殖利率,近5年平均殖利率,近8年平均殖利率,近3年平均ROE,近5年平均ROE,近8年平均ROE,近3年平均配息率,近5年平均配息率,近8年平均配息率,114Q4_EPS,114Q3_EPS,114Q2_EPS,114Q1_EPS,113Q4_EPS,113Q3_EPS,113Q2_EPS,113Q1_EPS,114Q4_vs_113Q4_EPS差率,114Q3_vs_113Q3_EPS差率,114Q2_vs_113Q2_EPS差率,114Q1_vs_113Q1_EPS差率,近四季EPS總合,近四季_vs_前年度_EPS差率
2881A,富邦特,64.3,2026-04-24,年配,2.75,4.28,,,2.74875,2.66093836,2.46,2.46,2.46,2.46,2.46,,,4.27,4.14,3.83,3.83,3.83,3.83,3.83,,,,,,,,,,,,,,,,,,,2.7,2.58,2.53,4.2,4.02,3.94,,,,,,,,,,,,,,,,,,,,
2881B,富邦金乙特,62.7,2026-04-24,年配,2.16,3.44,,,2.16,2.16,2.16,2.16,2.16,2.16,1.72208219,,,3.44,3.44,3.44,3.44,3.44,3.44,2.75,,,,,,,,,,,,,,,,,,,2.16,2.16,2.1,3.44,3.44,3.34,,,,,,,,,,,,,,,,,,,,
2881C,富邦金丙特,51.4,2026-04-24,年配,1.8,3.5,,,1.8,1.8,1.8,0.33041096,,,,,,3.5,3.5,3.5,0.64,,,,,,,,,,,,,,,,,,,,,,1.8,1.43,1.43,3.5,2.78,2.78,,,,,,,,,,,,,,,,,,,,
2882,國泰金,74.9,2026-04-24,年配,3.5,4.67,,,3.5,2.0,0.9,3.5,2.5,2.0,1.2,,,4.67,2.67,1.2,4.67,3.34,2.67,1.6,,11.69,13.02,7.29,4.98,15.49,9.01,9.74,9.11,,7.06,7.29,3.24,2.58,10.34,5.41,4.76,3.95,2.75,2.48,2.23,3.67,3.3,2.97,10.67,10.49,10.04,54.87,44.62,42.44,7.06,4.84,2.89,2.18,7.29,6.78,4.66,2.6,-3.16,-28.61,-37.98,-16.15,7.06,-3.16
2882A,國泰特,62.4,2026-04-24,年配,2.53,4.05,,,2.526,2.29617534,2.28,2.28,2.28,2.28,2.28,,,4.05,3.68,3.65,3.65,3.65,3.65,3.65,,,,,,,,,,,,,,,,,,,2.41,2.35,2.32,3.86,3.76,3.71,,,,,,,,,,,,,,,,,,,,
2882B,國泰金乙特,60.8,2026-04-24,年配,2.13,3.5,,,2.13,2.13,2.13,2.13,2.13,2.13,1.09709589,,,3.5,3.5,3.5,3.5,3.5,3.5,1.8,,,,,,,,,,,,,,,,,,,2.13,2.13,1.98,3.5,3.5,3.26,,,,,,,,,,,,,,,,,,,,
2883,凱基金,20.3,2026-04-24,年配,1.0,4.93,,1.0,0.85,0.5,,1.0,0.55,0.6,0.245,,4.93,4.19,2.46,,4.93,2.71,2.96,1.21,,9.47,11.77,8.03,6.53,15.05,6.57,7.56,5.42,,1.74,1.97,1.13,0.98,2.34,0.87,0.88,0.54,0.78,0.84,0.68,3.86,4.13,3.34,9.76,10.17,8.8,48.29,46.9,52.05,1.74,1.09,0.29,0.52,1.97,1.71,0.98,0.49,-11.68,-36.26,-70.41,6.12,1.74,-11.68
2883B,凱基金乙特,8.24,2026-04-24,年配,0.36,4.37,,0.355,0.355,0.355,,0.0019452,,,,,4.31,4.31,4.31,,0.02,,,,,,,,,,,,,,,,,,,,,,0.36,0.27,0.27,4.31,3.24,3.24,,,,,,,,,,,,,,,,,,,,
2884,玉山金,32.55,2026-04-24,年配,1.4,4.3,,1.4,1.2,1.2,0.19,0.67,0.61,0.791,0.71,,4.3,3.69,3.69,0.58,2.06,1.87,2.43,2.18,,13.05,10.68,10.03,8.06,10.95,10.17,12.07,11.05,,2.12,1.63,1.41,1.1,1.54,1.43,1.73,1.58,1.27,0.93,0.85,3.89,2.86,2.6,11.25,10.55,10.76,74.92,57.11,52.36,2.12,1.62,1.04,0.55,1.63,1.31,0.79,0.4,30.06,23.66,31.65,37.5,2.12,30.06
2885,元大金,49.95,2026-04-24,年配,1.8,3.6,,1.8,1.55,1.1,0.8,1.5,1.2,0.65,0.9,,3.6,3.1,2.2,1.6,3.0,2.4,1.3,1.8,,11.18,11.89,9.74,8.02,13.22,9.92,9.09,8.82,,2.74,2.77,2.09,1.72,2.87,1.99,1.75,1.59,1.48,1.35,1.19,2.97,2.7,2.38,10.94,10.81,10.24,58.09,54.61,53.39,2.74,2.0,1.22,0.59,2.77,2.09,1.36,0.73,-1.08,-4.31,-10.29,-19.18,2.74,-1.08
2886,兆豐金,39.55,2026-04-24,年配,1.75,4.42,,1.75,1.6,1.5,1.24,1.4,1.58,1.7,1.7,,4.42,4.05,3.79,3.14,3.54,3.99,4.3,4.3,,9.26,9.94,10.46,5.84,7.86,7.69,9.07,9.18,,2.36,2.35,2.37,1.32,1.89,1.84,2.13,2.07,1.62,1.5,1.56,4.09,3.79,3.94,9.89,8.67,8.66,68.51,74.71,77.67,2.36,1.91,1.23,0.54,2.35,1.98,1.38,0.8,0.43,-3.54,-10.87,-32.5,2.36,0.43
2887,台新新光金,23.95,2026-04-24,年配,1.0,4.18,,1.0,0.9,0.5999999,0.51,0.605,0.55521108,0.56562382,0.50838555,,4.18,3.76,2.51,2.13,2.53,2.32,2.36,2.12,,10.48,9.01,6.96,7.41,10.57,7.94,8.19,7.84,,1.91,1.39,1.01,1.09,1.63,1.17,1.19,1.09,0.83,0.72,0.66,3.48,3.02,2.74,8.82,8.89,8.55,58.84,52.09,50.26,1.91,1.3,0.71,0.33,1.39,1.17,0.74,0.36,37.41,11.11,-4.05,-8.33,1.91,37.41
2887E,台新新光戊特一,51.3,2026-04-24,年配,2.44,4.76,,2.4363,2.43625,2.37567123,2.375,2.375,2.375,2.375,2.375,,4.75,4.75,4.63,4.63,4.63,4.63,4.63,4.63,,,,,,,,,,,,,,,,,,,2.42,2.4,2.39,4.71,4.68,4.66,,,,,,,,,,,,,,,,,,,,
2887F,台新新光戊特二,47.5,2026-04-24,年配,1.93,4.06,,1.9336,1.9,1.9,1.9,1.9,1.9,1.9,0.16657534,,4.07,4.0,4.0,4.0,4.0,4.0,4.0,0.35,,,,,,,,,,,,,,,,,,,1.91,1.91,1.69,4.02,4.01,3.55,,,,,,,,,,,,,,,,,,,,
2887G,台新新光庚特一,42.4,2026-04-24,年配,1.71,4.03,,1.71,,,,,,,,,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,1.71,1.71,4.03,4.03,4.03,,,,,,,,,,,,,,,,,,,,
2887H,台新新光庚特二,40.95,2026-04-24,年配,1.8,4.4,,1.8,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.8,1.8,4.4,4.4,4.4,,,,,,,,,,,,,,,,,,,,
2887I,台新新光辛特,9.39,2026-04-24,年配,0.07,0.75,,0.0734,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.07,0.07,0.78,0.78,0.78,,,,,,,,,,,,,,,,,,,,
2887Z1,台新新光己特,17.75,2026-04-24,年配,0.65,3.66,,0.6531,0.65305,0.65305,0.29342521,,,,,,3.68,3.68,3.68,1.65,,,,,,,,,,,,,,,,,,,,,,,0.65,0.56,0.56,3.68,3.17,3.17,,,,,,,,,,,,,,,,,,,,
2889,國票金,14.6,2026-04-24,年配,0.5,3.42,,0.5,0.3,0.73,,0.65,0.65,0.65,0.45,,3.42,2.05,5.0,,4.45,4.45,4.45,3.08,,5.54,5.7,5.47,3.83,10.6,9.05,7.92,5.98,,0.63,0.61,0.58,0.41,1.3,1.12,0.92,0.72,0.51,0.55,0.56,3.49,3.73,3.84,5.57,6.23,6.76,84.8,76.1,70.8,0.63,0.47,0.18,0.11,0.61,0.48,0.34,0.18,3.28,-2.08,-47.06,-38.89,0.63,3.28
2890,永豐金,31.95,2026-04-24,年配,1.1,3.44,,1.1,0.91,0.75,0.6,0.8,0.7,0.7,0.636,,3.44,2.85,2.35,1.88,2.5,2.19,2.19,1.99,,11.55,11.29,11.55,10.08,10.17,8.05,8.6,6.73,,1.97,1.75,1.62,1.4,1.44,1.09,1.11,0.84,0.92,0.83,0.77,2.88,2.6,2.42,11.46,10.93,9.75,51.38,50.51,56.94,1.97,1.57,0.99,0.57,1.75,1.45,0.98,0.56,12.57,8.28,1.02,1.79,1.97,12.57
2891,中信金,52.9,2026-04-24,年配,2.5,4.73,,2.5,2.3,1.8,1.0,1.25,1.05,1.0,1.0,,4.73,4.35,3.4,1.89,2.36,1.98,1.89,1.89,,15.54,15.04,13.42,7.72,12.59,10.9,12.32,11.33,,4.08,3.64,2.82,1.55,2.73,2.15,2.16,1.85,2.2,1.77,1.49,4.16,3.35,2.81,14.67,12.86,12.36,62.76,59.72,55.97,4.08,3.06,1.78,1.02,3.64,2.95,1.85,1.07,12.09,3.73,-3.78,-4.67,4.08,12.09
2891B,中信金乙特,64.6,2026-04-24,年配,2.8,4.33,,2.796,2.26,2.25,2.25,2.25,2.25,2.25,2.25,,4.33,3.5,3.48,3.48,3.48,3.48,3.48,3.48,,,,,,,,,,,,,,,,,,,2.44,2.36,2.32,3.77,3.65,3.59,,,,,,,,,,,,,,,,,,,,
2891C,中信金丙特,62.2,2026-04-24,年配,1.92,3.09,,1.92,1.92,1.92,1.92,1.92,1.92,1.43605479,,,3.09,3.09,3.09,3.09,3.09,3.09,2.31,,,,,,,,,,,,,,,,,,,,1.92,1.92,1.85,3.09,3.09,2.98,,,,,,,,,,,,,,,,,,,,
2892,第一金,28.3,2026-04-24,年配,0.95,3.36,,,0.95,0.85,0.8,1.0,0.9,1.05,1.0,,,3.36,3.0,2.83,3.53,3.18,3.71,3.53,,9.61,9.82,9.51,9.18,8.86,7.62,9.11,8.72,,1.87,1.81,1.65,1.56,1.52,1.31,1.55,1.4,0.9,0.9,0.94,3.18,3.18,3.31,9.65,9.4,9.05,52.0,55.27,61.28,1.87,1.51,0.97,0.51,1.81,1.48,0.98,0.52,3.31,2.03,-1.02,-1.92,1.87,3.31
2897,王道銀行,10.05,2026-04-24,年配,0.52,5.17,,0.52,0.5,0.45,0.38,0.3,0.2,0.4,,,5.17,4.98,4.48,3.78,2.99,1.99,3.98,,,4.99,6.49,6.09,10.64,5.85,4.38,4.06,4.08,,0.61,1.0,0.87,1.8,0.63,0.41,0.45,0.4,0.49,0.43,0.39,4.88,4.28,3.91,5.86,6.81,5.82,62.32,51.14,56.2,0.61,0.53,0.32,0.19,1.0,0.79,0.55,0.35,-39.0,-32.91,-41.82,-45.71,0.61,-39.0
2897B,王道銀乙特,11.85,2026-04-24,年配,0.54,4.56,,0.54,0.14459016,,,,,,,,4.56,1.22,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.34,0.34,2.89,2.89,2.89,,,,,,,,,,,,,,,,,,,,
2901,欣欣,22.8,2026-04-24,年配,0.37,1.62,,0.37317072,0.37105457,0.36053153,0.21132422,0.06534324,0.1754967,0.4042587,0.3866951,,1.64,1.63,1.58,0.93,0.29,0.77,1.77,1.7,,3.14,3.39,3.39,1.95,0.57,1.62,3.75,3.64,,0.38,0.41,0.41,0.23,0.07,0.19,0.45,0.43,0.37,0.28,0.29,1.62,1.21,1.29,3.31,2.49,2.68,92.21,92.37,91.75,0.38,0.25,0.16,0.08,0.41,0.32,0.21,0.12,-7.32,-21.88,-23.81,-33.33,0.38,-7.32
2903,遠百,22.2,2026-04-24,年配,1.25,5.63,,1.25,1.35,1.6,1.1,0.9,1.1,0.8,0.85,,5.63,6.08,7.21,4.95,4.05,4.95,3.6,3.83,,6.97,7.67,10.16,6.73,4.79,6.47,5.62,4.43,,1.56,1.65,1.95,1.37,0.86,1.38,1.26,0.94,1.4,1.24,1.12,6.31,5.58,5.04,8.27,7.26,6.6,81.33,85.79,82.82,1.56,1.12,0.62,0.34,1.65,1.1,0.79,0.41,-5.45,1.82,-21.52,-17.07,1.56,-5.45
2904,匯僑,16.25,2026-04-24,年配,0.7,4.31,,0.7,1.0,0.6,0.65,0.8,2.0,1.65,1.52,,4.31,6.15,3.69,4.0,4.92,12.31,10.15,9.35,,5.95,8.58,5.44,9.95,7.14,15.64,13.64,12.42,,0.98,1.38,0.84,1.5,1.03,2.31,1.96,1.72,0.77,0.75,1.12,4.72,4.61,6.86,6.66,7.41,9.85,71.77,67.26,74.43,0.98,1.0,0.61,0.32,1.38,0.94,0.67,0.33,-28.99,6.38,-8.96,-3.03,0.98,-28.99
2905,三商,13.9,2026-04-24,年配,0.3,2.16,,0.3,0.3,0.2,,1.0,1.0,1.0,,,2.16,2.16,1.44,,7.19,7.19,7.19,,,3.68,7.14,-21.3,-31.92,5.56,5.56,19.08,1.4,,0.71,1.42,-3.09,-5.82,2.19,1.63,4.48,0.43,0.27,0.45,0.63,1.92,3.24,4.56,-3.49,-7.37,-1.35,18.97,25.64,31.04,0.71,0.53,-0.06,0.12,1.42,1.57,2.51,1.27,-50.0,-66.24,-102.39,-90.55,0.71,-50.0
2906,高林,12.5,2026-04-24,年配,0.6,4.8,,0.6,0.6,0.59998406,0.6,0.4,0.3,0.3,0.4,,4.8,4.8,4.8,4.8,3.2,2.4,2.4,3.2,,4.6,5.21,5.63,6.49,5.45,3.92,3.52,3.19,,0.47,0.52,0.57,0.62,0.43,0.15,0.3,0.17,0.6,0.56,0.47,4.8,4.48,3.8,5.15,5.48,4.75,116.1,107.62,134.17,0.47,0.1,0.13,0.09,0.52,0.23,0.19,0.07,-9.62,-56.52,-31.58,28.57,0.47,-9.62
2908,特力,20.5,2026-04-24,年配,0.55,2.68,,0.55,0.9,0.6,1.28,1.28,1.07,,0.7,,2.68,4.39,2.93,6.24,6.24,5.22,,3.41,,-0.66,2.46,4.05,6.43,11.88,12.21,1.61,5.55,,0.23,0.66,0.52,0.86,1.58,1.6,0.2,0.8,0.68,0.92,0.91,3.33,4.5,4.44,1.95,4.83,5.44,163.62,144.14,125.01,0.23,0.07,0.01,0.15,0.66,0.6,0.46,0.26,-65.15,-88.33,-97.83,-42.31,0.23,-65.15
2910,統領,22.1,2026-04-24,年配,1.04,4.71,,1.04,0.95,0.34029561,,0.5,0.5,0.7,,,4.71,4.3,1.54,,2.26,2.26,3.17,,,7.85,7.45,8.23,4.03,5.91,4.82,4.83,4.05,,1.23,1.13,1.17,0.55,0.8,0.65,0.64,0.51,0.78,0.71,0.67,3.52,3.2,3.04,7.84,6.69,5.9,65.9,65.05,74.42,1.23,0.9,0.41,0.3,1.13,0.83,0.61,0.29,8.85,8.43,-32.79,3.45,1.23,8.85
2911,麗嬰房,4.96,2026-04-24,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,32.11,-59.32,-46.1,-37.97,-11.94,-13.33,-14.54,-3.39,,2.15,-4.07,-3.83,-3.42,-1.32,-1.72,-1.84,-0.45,,,,,,,-24.44,-24.64,-19.31,,,,2.15,-3.49,-1.99,-1.04,-4.07,-2.97,-1.62,-0.47,152.83,-17.51,-22.84,-121.28,2.15,152.83
2912,統一超,228.0,2026-04-24,年配,9.0,3.95,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.8,,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.86,,25.41,27.52,27.08,25.03,22.83,25.14,27.14,22.69,,10.78,11.1,10.21,8.93,8.52,9.85,10.14,9.82,9.0,9.0,8.98,3.95,3.95,3.94,26.67,25.57,25.35,84.24,91.83,91.11,10.78,8.56,5.71,2.79,11.1,8.93,6.06,2.83,-2.88,-4.14,-5.78,-1.41,10.78,-2.88
2913,農林,11.35,2026-04-24,年配,0.0,0.0,,,,,,,,,0.3,,,,,,,,,2.64,,-0.93,-1.39,-2.24,-11.82,-7.37,-0.11,-0.91,-0.26,,-0.15,-0.22,-0.36,-2.07,-1.42,-0.02,-0.18,-0.05,,,0.3,,,2.64,-1.52,-4.75,-3.13,,,-600.0,-0.15,-0.11,-0.08,-0.04,-0.22,-0.17,-0.12,-0.06,31.82,35.29,33.33,33.33,-0.15,31.82
2915,潤泰全,44.25,2026-04-24,年配,1.9,4.29,,1.9,2.5,2.5,2.0,5.0,2.0,5.0,,,4.29,5.65,5.65,4.52,11.3,4.52,11.3,,,9.39,13.51,8.4,12.55,13.87,8.09,15.77,41.57,,9.29,13.0,7.19,15.55,22.49,14.85,16.52,13.55,2.3,2.78,2.99,5.2,6.28,6.75,10.43,11.54,15.39,24.82,21.91,21.9,9.29,6.71,4.02,3.16,13.0,11.12,7.93,4.28,-28.54,-39.66,-49.31,-26.17,9.29,-28.54
2916,滿心,45.65,2026-04-27,年配,3.6,7.89,,3.6,3.6,4.0,3.0,2.2,1.5,1.1,1.4,,7.89,7.89,8.76,6.57,4.82,3.29,2.41,3.07,,,18.06,22.99,17.56,14.26,9.54,8.38,9.17,,,4.19,4.61,3.29,2.52,1.61,1.4,1.53,3.73,3.28,2.55,8.18,7.19,5.59,20.52,18.22,14.28,86.34,87.8,87.77,,2.43,2.14,1.21,4.19,2.45,2.09,1.38,,-0.82,2.39,-12.32,2.43,-42.0
2923,鼎固-KY,24.3,2026-04-24,年配,0.12,0.49,,0.12,0.24,0.2,0.6,1.2,1.2,2.23,0.72,,0.49,0.99,0.82,2.47,4.94,4.94,9.18,2.96,,-12.24,1.87,1.13,1.15,2.19,2.16,15.31,3.07,,-3.62,0.44,0.32,0.34,0.67,0.68,4.72,0.94,0.19,0.47,0.81,0.77,1.94,3.35,-3.08,-1.18,1.83,37.91,93.86,96.2,-3.62,-0.45,-0.59,-0.15,0.44,0.15,0.12,0.37,-922.73,-400.0,-591.67,-140.54,-3.62,-922.73
2924,宏太-KY,0.0,2026-04-27,年配,0.0,,,,,,,,,,,,,,,,,,,,,,-19.45,-19.86,4.11,-27.14,-41.87,-20.61,-23.1,,,-1.67,-1.05,0.23,-1.72,-3.79,-2.56,-3.84,,,,,,,-19.66,-15.58,-21.13,,,,,-0.71,-0.49,-0.22,-1.67,-1.47,-0.49,-0.32,,51.7,0.0,31.25,-0.71,57.49
2926,誠品生活,36.65,2026-04-27,年配,0.46,1.26,,0.46,0.2,,,,0.84,,6.8,,1.26,0.55,,,,2.29,,18.55,,,2.08,-20.86,-25.08,-23.79,4.15,15.24,20.44,,,0.27,-2.73,-3.97,-4.82,1.16,4.92,7.32,0.33,0.33,2.08,0.9,0.9,5.66,-9.39,-16.91,-3.97,74.07,74.07,79.79,,0.34,0.23,0.16,0.27,-0.24,-0.47,-0.19,,241.67,148.94,184.21,0.34,25.93
2929,淘帝-KY,5.83,2026-04-24,年配,0.0,0.0,,,,,,,,0.17022684,3.15,,,,,,,,2.92,54.03,,-6.48,0.52,-2.38,4.68,-22.51,-48.87,21.33,20.13,,-1.68,0.14,-0.63,1.22,-6.43,-20.44,12.01,11.56,,,1.66,,,28.48,-2.78,-5.23,-4.2,,,14.34,-1.68,-0.3,-0.19,-0.02,0.14,-0.3,-0.29,-0.09,-1300.0,0.0,34.48,77.78,-1.68,-1300.0
2937,集雅社,43.8,2026-04-27,年配,2.1,4.79,,2.1,2.0,2.0,1.3,2.25,1.2,1.55,0.7,,4.79,4.57,4.57,2.97,5.14,2.74,3.54,1.6,,,15.47,12.17,17.88,16.91,16.73,12.85,8.36,,,3.86,2.81,3.8,3.2,3.15,2.22,1.35,2.03,1.93,1.64,4.64,4.41,3.74,13.82,15.61,14.34,61.49,56.88,55.32,,2.02,1.46,0.96,3.86,1.8,1.21,0.49,,12.22,20.66,95.92,2.02,-47.67
2939,永邑-KY,25.2,2026-04-24,半年配,0.0,0.0,,,,,,,2.0,4.5,6.0,,,,,,,7.94,17.86,23.81,,-25.96,-16.99,-8.9,2.28,-5.55,0.25,15.63,32.76,,-3.68,-2.96,-1.76,0.58,-1.06,0.2,5.0,10.31,,,4.17,,,16.54,-17.28,-11.02,-0.81,,,382.73,-3.68,-3.2,-2.72,-0.35,-2.96,-2.55,-1.54,0.54,-24.32,-25.49,-76.62,-164.81,-3.68,-24.32
2941,米斯特,30.95,2026-04-27,年配,2.28,7.37,,2.28,3.2,3.5,3.0,,,,,,7.37,10.34,11.31,9.69,,,,,,,16.04,24.16,20.45,25.33,36.62,-25.37,-46.24,,,3.31,4.16,3.09,2.8,2.39,-1.5,-4.14,2.99,3.0,3.0,9.67,9.68,9.68,20.1,21.5,7.28,90.4,92.63,92.63,,2.07,1.38,0.52,3.31,2.57,1.82,0.9,,-19.46,-24.18,-42.22,2.07,-37.46
2945,三商家購,41.7,2026-04-24,年配,1.5,3.6,,1.5,1.5,1.2,0.73,2.59337942,2.7294855,0.631811,2.82,,3.6,3.6,2.88,1.75,6.22,6.55,1.52,6.76,,6.48,6.09,4.4,2.3,12.06,14.58,3.53,20.87,,2.14,2.02,1.5,0.82,3.21,3.04,0.7,3.58,1.4,1.5,1.71,3.36,3.61,4.11,5.66,6.27,8.79,74.78,78.83,81.62,2.14,1.44,0.86,0.43,2.02,1.47,0.83,0.43,5.94,-2.04,3.61,0.0,2.14,5.94
2947,振宇五金,77.0,2026-04-27,半年配,2.1,2.73,,2.1,2.1,1.3,2.2,3.8,3.6,3.0,,,2.73,2.73,1.69,2.86,4.94,4.68,3.9,,,,8.87,6.15,9.11,17.62,23.64,25.84,30.81,,,3.46,2.32,3.47,6.26,6.1,5.37,7.28,1.83,2.3,2.59,2.38,2.99,3.36,7.51,10.44,17.43,58.36,60.2,59.28,,2.61,1.8,1.34,3.46,2.63,1.75,0.98,,-0.76,2.86,36.73,2.61,-24.57
2948,寶陞,38.05,2026-04-27,年配,1.93,5.07,,1.92865032,1.82,2.6,3.0,3.0,2.0,,,,5.07,4.78,6.83,7.88,7.88,5.26,,,,,6.31,12.18,23.39,36.4,33.07,18.03,,,,2.19,4.26,6.23,7.28,5.0,2.46,,2.12,2.47,2.39,5.56,6.49,6.28,9.24,19.57,21.56,72.07,58.38,54.7,,1.62,0.99,0.39,2.19,1.58,1.3,0.68,,2.53,-23.85,-42.65,1.62,-26.03
2949,欣新網,56.0,2026-04-27,年配,2.0,3.57,,2.0,1.0,2.0,0.82405959,,,,,,3.57,1.79,3.57,1.47,,,,,,,7.51,15.89,26.95,27.43,,,,,,3.34,6.29,6.37,4.73,,,,1.67,1.46,1.46,2.98,2.6,2.6,11.7,19.44,19.44,30.87,24.89,24.89,,2.21,2.06,1.04,3.34,1.9,1.86,0.94,,16.32,10.75,10.64,2.21,-33.83
3002,歐格,18.3,2026-04-24,年配,0.33,1.8,,0.33,0.7,0.32,0.15,,0.1,0.47,,,1.8,3.83,1.75,0.82,,0.55,2.57,,,2.27,0.31,0.44,0.91,0.43,3.66,4.41,-2.29,,0.36,0.05,0.11,0.06,-0.02,0.57,0.64,-0.28,0.45,0.38,0.34,2.46,2.05,1.89,1.01,0.87,1.27,594.19,508.15,353.93,0.36,0.48,0.29,0.01,0.05,0.09,0.07,-0.01,620.0,433.33,314.29,200.0,0.36,620.0
3003,健和興,54.0,2026-04-24,年配,1.0,1.85,,1.0,2.0,1.5,2.0,2.0,1.2,0.5,1.0,,1.85,3.7,2.78,3.7,3.7,2.22,0.93,1.85,,2.55,9.42,8.86,15.55,15.1,7.77,9.39,10.69,,0.99,3.88,3.49,5.75,4.98,2.32,2.71,3.08,1.5,1.7,1.4,2.78,3.15,2.59,6.94,10.3,9.92,65.18,54.1,46.64,0.99,0.5,-0.04,0.45,3.88,2.93,2.13,0.94,-74.48,-82.94,-101.88,-52.13,0.99,-74.48
3004,豐達科,114.5,2026-04-24,年配,2.55,2.23,,2.55,3.02,2.5,1.02,,0.5,2.67,2.5,,2.23,2.64,2.18,0.89,,0.44,2.33,2.18,,10.4,14.87,14.38,8.06,-5.3,3.16,19.33,18.58,,5.85,6.88,5.77,2.85,-1.84,1.14,6.66,5.72,2.69,2.27,2.11,2.35,1.98,1.84,13.22,8.48,10.43,43.61,41.65,42.04,5.85,4.4,3.15,1.99,6.88,4.95,3.65,1.92,-14.97,-11.11,-13.7,3.65,5.85,-14.97
3005,神基,96.6,2026-04-24,年配,6.8,7.04,,6.8,6.0,5.0,3.8,3.6,3.6,2.8,3.0,,7.04,6.21,5.18,3.93,3.73,3.73,2.9,3.11,,19.39,18.53,17.46,12.88,22.46,15.4,14.37,15.43,,8.43,7.26,6.17,4.27,7.2,4.4,3.67,3.83,5.93,5.04,4.32,6.14,5.22,4.48,18.46,18.14,16.99,81.45,76.67,77.47,8.43,6.36,4.24,1.98,7.26,5.55,3.7,1.81,16.12,14.59,14.59,9.39,8.43,16.12
3006,晶豪科,154.5,2026-04-24,年配,1.0,0.65,,1.0,1.0,0.6,1.8,8.0,2.0,1.0,1.5,,0.65,0.65,0.39,1.17,5.18,1.29,0.65,0.97,,2.39,4.99,-11.32,9.16,48.49,14.02,6.93,9.94,,0.87,1.8,-4.36,3.71,17.76,3.85,1.78,2.52,0.87,2.48,2.11,0.56,1.61,1.37,-1.31,10.74,10.58,52.25,50.06,52.24,0.87,-2.81,-2.86,-0.27,1.8,1.41,0.67,-0.21,-51.67,-299.29,-526.87,-28.57,0.87,-51.67
3008,大立光,2520.0,2026-04-24,半年配,80.0,3.17,,80.0,97.5,67.5,85.5,70.0,91.5,79.0,68.0,,3.17,3.87,2.68,3.39,2.78,3.63,3.13,2.7,,11.46,14.94,11.17,15.24,13.22,18.36,24.16,24.37,,159.41,194.17,134.13,169.52,139.28,182.9,210.7,181.67,81.67,80.1,79.88,3.24,3.18,3.17,12.52,13.21,16.62,50.24,50.28,47.05,159.41,109.06,56.01,48.28,194.17,129.16,79.49,45.79,-17.9,-15.56,-29.54,5.44,159.41,-17.9
3010,華立,136.0,2026-04-24,年配,5.3,3.9,,5.3,5.3,5.2,6.1,6.8,4.4,3.3,3.2,,3.9,3.9,3.82,4.49,5.0,3.24,2.43,2.35,,10.29,11.3,11.89,15.04,19.06,14.52,12.14,12.28,,8.84,8.89,8.96,10.53,12.05,8.03,6.12,5.82,5.27,5.74,4.95,3.87,4.22,3.64,11.16,13.52,13.32,59.2,58.39,56.96,8.84,6.28,3.59,1.94,8.89,6.87,4.1,1.8,-0.56,-8.59,-12.44,7.78,8.84,-0.56
3011,今皓,13.95,2026-04-24,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,-20.47,-20.74,-13.84,-1.33,6.8,-8.98,-8.0,-2.84,,-2.55,-2.21,-1.17,-0.12,0.59,-0.8,-0.78,-0.3,,,,,,,-18.35,-9.92,-8.67,,,,-2.55,-1.53,-0.7,-0.61,-2.21,-1.33,-0.67,-0.3,-15.38,-15.04,-4.48,-103.33,-2.55,-15.38
3013,晟銘電,112.5,2026-04-24,年配,0.4,0.36,,0.4,0.6,0.4,0.3,,0.3,0.3,0.3,,0.36,0.53,0.36,0.27,,0.27,0.27,0.27,,17.14,18.96,8.07,8.37,-4.88,3.23,6.14,5.52,,4.03,3.63,1.29,1.17,-0.74,0.4,0.82,0.65,0.47,0.42,0.37,0.42,0.38,0.33,14.72,9.53,7.82,19.16,20.78,34.41,4.03,2.44,1.38,0.84,3.63,2.17,1.36,0.39,11.02,12.44,1.47,115.38,4.03,11.02
